mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA350503,Statistical Area Level 3 (SA3),Wanneroo,2021,Females,497,"108,921",456.3,448.6,1.05,154,31.0,143.9,"2,731",26.5,65,42.2,60.8,83.3
LGA54340,Local Government Area (LGA),Katanning,2021,Persons,31,"4,226",724.0,531.9,1.05,14,47.1,,261,66.7,7,50.0,,77.0
LGA14850,Local Government Area (LGA),Lismore,2019,Males,210,"21,776",966.6,762.1,1.23,94,44.4,344.7,"1,507",74.2,49,52.1,184.5,77.4
LGA34800,Local Government Area (LGA),McKinlay,2020,Persons,6,841,708.3,,,4,,,57,72.5,3,,,
LGA25430,Local Government Area (LGA),Mount Alexander,2019,Males,103,"9,908",1044.6,651.0,1.05,42,40.9,312.0,686,76.7,18,42.1,,78.2
SA340401,Statistical Area Level 3 (SA3),Charles Sturt,2022,Females,570,"62,348",914.2,463.0,1.0,111,19.5,144.6,"1,496",26.8,44,39.6,59.7,87.4
LGA52240,Local Government Area (LGA),Cranbrook,2023,Persons,10,"1,148",878.7,,,5,54.1,,93,89.7,3,,,72.8
SA350703,Statistical Area Level 3 (SA3),Kwinana,2022,Males,121,"25,596",472.7,669.8,1.04,61,50.4,272.5,"1,385",56.0,40,65.6,175.6,71.8
SA4305,Statistical Area Level 4 (SA4),Brisbane Inner City,2021,Males,643,"148,563",432.8,573.1,0.96,302,47.0,229.6,"5,790",40.5,157,52.0,117.6,76.2
SA4118,Statistical Area Level 4 (SA4),Sydney - Eastern Suburbs,2021,Persons,"1,507","263,629",571.6,412.8,0.81,397,26.3,147.9,"6,782",27.8,187,47.1,70.4,84.7
SA331001,Statistical Area Level 3 (SA3),Forest Lake - Oxley,2022,Persons,460,"81,016",567.8,571.6,1.04,169,36.7,222.8,"3,180",41.4,85,50.3,112.1,81.5
LGA63210,Local Government Area (LGA),Kentish,2019,Persons,54,"6,464",833.9,576.4,1.1,27,50.0,255.0,348,58.0,16,59.3,,76.5
LGA50630,Local Government Area (LGA),Boddington,2021,Males,3,902,319.7,,,1,,,53,61.9,0,,,
LGA14550,Local Government Area (LGA),Kyogle,2023,Persons,106,"9,418",1125.2,621.5,1.21,35,33.0,217.7,353,41.8,18,50.5,,82.2
LGA59170,Local Government Area (LGA),Williams,2021,Males,5,541,1012.9,,,2,,,31,62.8,1,,,
SA4110,Statistical Area Level 4 (SA4),New England and North West,2023,Persons,"1,808","189,331",954.9,602.8,1.18,577,31.9,251.2,"8,775",51.4,289,50.1,129.8,81.4
LGA54280,Local Government Area (LGA),Kalgoorlie-Boulder,2022,Persons,139,"30,725",451.2,610.6,1.11,85,61.2,292.0,"1,667",55.9,47,55.0,160.8,69.8
LGA60810,Local Government Area (LGA),Central Coast (Tas.),2021,Females,122,"11,834",1028.1,519.0,1.21,33,27.1,182.3,386,36.9,11,34.0,,83.4
LGA18710,Local Government Area (LGA),Yass Valley,2020,Males,58,"8,527",682.5,570.6,0.98,25,42.3,238.6,362,45.6,12,48.0,,78.0
PHN201,Primary Health Network (PHN),North Western Melbourne,2019,Persons,"8,606","1,850,400",465.1,500.6,0.96,"3,099",36.0,187.6,"57,195",32.5,"1,581",51.0,94.8,81.3
LGA40430,Local Government Area (LGA),Barunga West,2023,Persons,36,"2,674",1364.4,725.7,1.42,12,32.4,,124,52.4,5,44.3,,81.1
LGA58400,Local Government Area (LGA),Trayning,2022,Females,1,127,599.7,,,0,,,6,48.1,0,,,
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2020,Males,164,"67,211",244.0,506.6,0.87,93,56.7,188.8,"1,810",27.5,44,47.3,86.4,73.3
LGA53990,Local Government Area (LGA),Harvey,2022,Persons,142,"30,165",470.7,386.3,0.7,47,33.1,123.9,612,21.8,20,42.6,,81.3
SA351102,Statistical Area Level 3 (SA3),Gascoyne,2023,Males,35,"5,400",648.1,590.0,0.98,22,62.9,334.2,310,60.6,11,50.0,,73.5
SA330803,Statistical Area Level 3 (SA3),Rockhampton,2022,Persons,"1,089","124,497",874.7,662.4,1.21,374,34.3,264.8,"6,600",57.4,182,48.7,134.7,80.8
LGA99399,Local Government Area (LGA),Unincorp. Other Territories,2023,Persons,14,"2,516",556.4,,,5,35.7,,106,47.5,3,,,81.0
SA340101,Statistical Area Level 3 (SA3),Adelaide City,2021,Males,65,"13,019",499.3,545.9,0.91,29,44.6,230.3,394,31.9,14,48.3,,77.2
LGA58820,Local Government Area (LGA),Waroona,2020,Males,18,"2,153",836.0,,,7,38.9,,91,46.2,1,,,78.5
SA331606,Statistical Area Level 3 (SA3),Sunshine Coast Hinterland,2019,Males,203,"27,280",744.1,563.4,0.91,84,41.4,232.2,"1,292",51.4,44,52.4,129.4,77.8
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2023,Persons,330,"27,041",1220.4,636.8,1.24,123,37.3,300.3,"1,571",66.5,58,47.2,147.4,79.3
LGA34420,Local Government Area (LGA),Kowanyama,2019,Females,3,570,558.7,,,3,,,56,99.0,1,,,
SA340106,Statistical Area Level 3 (SA3),Prospect - Walkerville,2020,Females,94,"15,515",605.9,371.3,0.91,26,27.7,144.1,363,25.6,12,46.2,,84.8
SA380101,Statistical Area Level 3 (SA3),Belconnen,2019,Females,249,"52,323",475.9,415.4,0.95,79,31.7,140.6,"1,197",24.3,33,41.8,56.8,83.3
LGA31950,Local Government Area (LGA),Burke,2020,Persons,3,433,589.4,,,2,,,45,107.1,1,,,
LGA70540,Local Government Area (LGA),Belyuen,2019,Males,1,90,,,,0,,,8,,0,,,
SA330702,Statistical Area Level 3 (SA3),Darling Downs - East,2019,Females,154,"21,358",721.0,463.3,1.06,47,30.5,183.0,736,37.8,22,46.8,86.5,81.8
LGA32250,Local Government Area (LGA),Carpentaria,2022,Females,6,"1,043",568.4,,,4,,,96,94.6,3,,,
LGA48830,Local Government Area (LGA),Yorke Peninsula,2019,Persons,141,"11,582",1217.4,563.6,1.08,29,20.6,185.9,414,41.3,18,62.1,,85.1
LGA14920,Local Government Area (LGA),Liverpool Plains,2020,Persons,62,"7,702",805.0,497.1,1.01,25,40.3,237.0,305,43.9,15,60.0,,78.0
LGA55180,Local Government Area (LGA),Manjimup,2023,Females,40,"4,697",845.2,513.8,1.19,8,18.9,,110,25.9,4,,,90.8
LGA55530,Local Government Area (LGA),Mingenew,2019,Males,2,229,782.0,,,1,,,19,90.0,0,,,
LGA41560,Local Government Area (LGA),Copper Coast,2023,Females,93,"7,900",1177.4,445.9,1.03,25,26.9,165.0,239,35.8,14,56.0,,85.1
LGA54900,Local Government Area (LGA),Lake Grace,2020,Persons,7,"1,307",569.3,,,4,,,128,105.7,4,,,
LGA12380,Local Government Area (LGA),Cumberland,2019,Females,568,"114,785",494.7,458.8,1.05,162,28.5,157.4,"2,744",25.3,75,46.2,72.4,84.3
SA320603,Statistical Area Level 3 (SA3),Essendon,2019,Females,182,"37,112",490.4,349.2,0.8,38,20.9,103.6,627,18.1,18,47.4,,88.9
LGA53080,Local Government Area (LGA),Dundas,2020,Males,3,396,867.9,,,2,,,28,73.3,1,,,
LGA35780,Local Government Area (LGA),Northern Peninsula Area,2020,Persons,5,"2,891",173.0,,,4,,,121,42.1,3,,,
SA350102,Statistical Area Level 3 (SA3),Bunbury,2023,Females,376,"57,479",654.2,429.4,1.0,110,29.3,152.5,"1,425",27.2,45,40.9,63.3,83.8
LGA62210,Local Government Area (LGA),George Town,2019,Females,36,"3,475",1024.2,617.2,1.41,18,50.0,,294,93.0,9,50.0,,72.0
SA360402,Statistical Area Level 3 (SA3),Devonport,2023,Males,255,"24,865",1025.5,621.7,1.03,104,40.8,296.8,"1,318",59.3,58,55.8,163.1,78.6
STE09,State and territory,Other Territories,2020,Males,11,"2,551",431.2,,,5,45.5,,89,37.2,1,,,77.5
SA4208,Statistical Area Level 4 (SA4),Melbourne - Inner South,2021,Males,"1,415","206,467",685.3,510.2,0.85,402,28.4,173.1,"5,891",30.8,205,51.0,91.3,83.8
SA4213,Statistical Area Level 4 (SA4),Melbourne - West,2022,Males,"2,323","445,704",521.2,671.0,1.04,"1,090",46.9,275.0,"19,920",46.5,528,48.4,131.0,76.0
LGA42250,Local Government Area (LGA),Grant,2019,Persons,64,"8,724",732.3,549.2,1.05,31,48.1,269.1,460,56.6,17,56.3,,76.0
LGA54310,Local Government Area (LGA),Karratha,2020,Males,30,"12,641",237.3,,,25,83.3,,697,55.4,14,56.0,,53.5
LGA72300,Local Government Area (LGA),Litchfield,2020,Males,60,"13,040",460.0,,,46,77.4,,893,70.5,23,50.6,,65.7
SA4312,Statistical Area Level 4 (SA4),Mackay - Isaac - Whitsunday,2021,Females,447,"88,845",503.1,437.8,1.02,153,34.2,155.8,"2,534",30.3,77,50.3,79.3,82.6
LGA35790,Local Government Area (LGA),Palm Island,2019,Females,8,"1,162",688.5,,,8,,,177,152.8,4,,,
GCC7RNTE,Greater Capital City Statistical Areas (GCCSA),Rest of NT,2020,Males,283,"49,695",569.5,1012.8,1.74,209,73.9,499.2,"5,431",111.3,119,56.9,272.9,64.2
SA350601,Statistical Area Level 3 (SA3),Armadale,2020,Females,178,"47,682",373.3,426.0,1.04,63,35.4,135.9,"1,145",25.1,38,60.3,82.7,81.0
PHN306,Primary Health Network (PHN),"Central Queensland, Wide Bay, Sunshine Coast",2021,Females,"3,385","460,928",734.5,433.9,1.02,962,28.4,157.1,"13,517",32.5,450,46.7,77.9,83.6
LGA54970,Local Government Area (LGA),Laverton,2021,Persons,5,"1,438",365.9,,,4,,,126,88.7,3,,,
LGA25430,Local Government Area (LGA),Mount Alexander,2022,Persons,187,"20,325",921.1,447.0,0.82,62,33.0,182.5,688,38.6,31,50.7,96.1,81.0
SA340701,Statistical Area Level 3 (SA3),Fleurieu - Kangaroo Island,2023,Males,371,"28,871",1285.0,572.7,0.95,111,29.9,264.8,"1,492",62.1,48,43.2,137.6,81.8
SA330101,Statistical Area Level 3 (SA3),Capalaba,2022,Females,279,"37,764",738.8,498.1,1.08,71,25.4,149.1,"1,055",30.4,32,45.1,67.0,85.6
LGA58400,Local Government Area (LGA),Trayning,2023,Females,1,128,594.8,,,0,,,1,9.9,0,,,
SA331201,Statistical Area Level 3 (SA3),Bowen Basin - North,2021,Males,112,"19,941",561.7,729.8,1.22,60,53.6,295.9,"1,019",53.1,37,61.7,185.0,74.4
LGA45400,Local Government Area (LGA),Orroroo Carrieton,2020,Males,6,446,1265.8,,,3,,,55,139.0,2,,,
LGA45120,Local Government Area (LGA),Northern Areas,2020,Persons,49,"4,627",1052.4,593.5,1.21,17,34.7,,167,40.3,9,52.9,,80.8
PHN201,Primary Health Network (PHN),North Western Melbourne,2020,Persons,"8,976","1,881,525",477.1,507.1,1.03,"3,138",35.0,183.9,"55,971",31.3,"1,529",48.7,88.7,81.5
LGA26170,Local Government Area (LGA),South Gippsland,2023,Males,169,"15,366",1096.6,638.0,1.06,65,38.3,297.6,888,65.4,37,56.9,196.1,80.2
GCC3RQLD,Greater Capital City Statistical Areas (GCCSA),Rest of Qld,2020,Females,"8,087","1,320,897",612.2,423.6,1.03,"2,413",29.8,152.3,"37,648",31.0,"1,149",47.6,74.9,83.4
SA4202,Statistical Area Level 4 (SA4),Bendigo,2022,Persons,"1,624","169,097",960.4,583.8,1.06,505,31.1,227.0,"6,463",42.3,217,43.0,100.2,82.6
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2021,Males,61,"28,448",214.4,340.4,0.57,29,47.5,125.2,508,18.4,15,51.7,,75.8
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2023,Males,248,"29,607",837.6,566.3,0.94,91,36.7,245.5,"1,217",45.4,46,50.5,130.2,80.2
SA360104,Statistical Area Level 3 (SA3),Hobart - South and West,2020,Persons,237,"36,652",646.6,474.2,0.97,73,30.8,164.8,"1,091",32.3,33,45.2,76.0,81.6
LGA24130,Local Government Area (LGA),Macedon Ranges,2021,Persons,306,"51,599",592.7,462.3,0.91,95,31.1,141.2,"1,379",28.8,39,41.0,63.3,82.2
LGA14500,Local Government Area (LGA),Ku-ring-gai,2022,Females,429,"64,000",670.4,317.7,0.69,59,13.7,77.5,790,13.8,22,37.2,29.4,89.1
SA4118,Statistical Area Level 4 (SA4),Sydney - Eastern Suburbs,2023,Persons,"1,651","273,139",604.5,440.6,0.86,384,23.3,146.6,"5,693",22.6,173,45.1,66.3,85.2
SA360102,Statistical Area Level 3 (SA3),Hobart - North East,2023,Females,279,"31,421",887.9,468.4,1.09,66,23.7,166.0,864,30.9,23,34.8,59.5,84.4
LGA52450,Local Government Area (LGA),Cunderdin,2023,Males,12,685,1711.1,,,4,35.3,,78,127.1,2,,,77.0
SA330702,Statistical Area Level 3 (SA3),Darling Downs - East,2023,Persons,405,"44,295",914.3,603.0,1.18,144,35.6,270.3,"2,290",57.1,78,54.2,154.5,79.8
LGA12380,Local Government Area (LGA),Cumberland,2023,Persons,"1,174","245,502",478.3,494.1,0.96,421,35.9,186.2,"7,330",31.5,190,45.1,83.4,79.9
LGA11450,Local Government Area (LGA),Camden,2023,Males,273,"66,735",409.8,627.0,1.04,105,38.4,204.0,"1,683",26.1,56,53.0,107.0,78.5
LGA59250,Local Government Area (LGA),Wiluna,2023,Males,3,347,871.7,,,3,,,74,222.4,2,,,
LGA16950,Local Government Area (LGA),Shoalhaven,2021,Males,606,"54,302",1116.3,642.9,1.08,223,36.8,295.3,"2,994",62.2,94,42.4,133.6,80.0
SA4109,Statistical Area Level 4 (SA4),Murray,2023,Females,608,"63,206",961.9,521.8,1.21,169,27.8,208.2,"2,600",46.4,82,48.5,109.8,83.5
LGA10600,Local Government Area (LGA),Bellingen,2019,Persons,141,"13,055",1083.5,649.9,1.25,48,34.2,268.5,664,56.4,24,49.0,153.8,80.1
SA4302,Statistical Area Level 4 (SA4),Brisbane - North,2021,Persons,"1,531","227,782",672.1,490.8,0.97,434,28.3,183.2,"6,721",31.9,208,47.9,89.3,83.9
LGA18250,Local Government Area (LGA),Willoughby,2020,Males,178,"37,697",471.2,419.1,0.72,47,26.5,123.6,930,26.2,18,38.2,,85.3
LGA45680,Local Government Area (LGA),Playford,2023,Males,384,"52,775",728.2,802.2,1.33,173,45.0,350.7,"2,999",59.7,83,48.2,169.6,76.4
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2019,Males,382,"44,108",866.1,740.0,1.2,193,50.5,379.1,"3,446",83.7,97,50.3,201.6,74.9
SA360201,Statistical Area Level 3 (SA3),Launceston,2022,Females,445,"45,506",977.9,541.4,1.17,107,24.0,194.3,"1,474",36.2,48,44.9,89.2,84.9
LGA72800,Local Government Area (LGA),Palmerston,2020,Persons,128,"38,902",327.8,640.9,1.3,90,70.9,308.0,"2,064",53.9,56,62.2,185.1,66.2
SA310202,Statistical Area Level 3 (SA3),Wyong,2021,Persons,"1,701","169,343",1004.5,615.0,1.21,567,33.3,266.2,"7,457",48.8,258,45.5,125.9,81.4
LGA25250,Local Government Area (LGA),Moreland,2019,Males,573,"88,223",649.3,616.2,1.0,181,31.6,256.7,"3,049",36.7,97,53.4,134.3,82.6
LGA11250,Local Government Area (LGA),Broken Hill,2023,Persons,202,"17,624",1146.2,676.2,1.32,74,36.6,337.0,"1,249",79.4,39,52.7,179.5,80.6
SA330703,Statistical Area Level 3 (SA3),Granite Belt,2021,Males,210,"20,804",1009.4,619.5,1.04,74,35.2,263.2,"1,116",60.0,40,54.1,156.6,79.1
LGA53010,Local Government Area (LGA),Dumbleyung,2019,Males,2,375,519.9,,,1,,,19,53.3,1,,,
SA331801,Statistical Area Level 3 (SA3),Charters Towers - Ayr - Ingham,2021,Persons,425,"41,877",1014.9,613.5,1.21,149,35.1,292.3,"2,541",67.6,80,53.7,173.2,82.0
LGA33360,Local Government Area (LGA),Gladstone,2021,Persons,321,"64,275",499.4,539.7,1.06,152,47.4,205.0,"2,196",35.8,75,49.3,103.8,75.8
LGA34860,Local Government Area (LGA),Maranoa,2023,Males,68,"6,665",1020.3,913.5,1.51,38,55.9,544.3,731,117.6,24,63.2,335.3,73.3
LGA15700,Local Government Area (LGA),Nambucca Valley,2019,Persons,281,"20,150",1394.5,698.6,1.34,102,36.3,323.1,"1,298",73.2,52,51.0,179.3,79.9
SEG5,Socioeconomic group,Quintile 5 (highest),2020,Persons,"26,270","5,165,464",508.6,397.8,0.81,"7,492",28.5,131.2,"116,978",24.3,"3,675",49.1,66.1,84.1
PHN503,Primary Health Network (PHN),Country WA,2019,Females,"1,405","264,121",532.1,437.5,1.0,487,34.6,162.8,"8,896",36.0,286,58.8,98.3,81.3
SA311103,Statistical Area Level 3 (SA3),Newcastle,2023,Persons,"1,628","185,058",879.7,632.1,1.23,449,27.6,229.1,"6,717",39.4,205,45.7,107.1,83.7
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2022,Males,237,"29,000",817.2,567.5,0.88,89,37.6,251.1,"1,374",52.1,46,51.7,127.1,80.0
SA310604,Statistical Area Level 3 (SA3),Upper Hunter,2019,Males,145,"15,738",921.3,839.4,1.36,70,48.3,390.9,932,62.9,29,41.4,169.2,76.1
LGA27170,Local Government Area (LGA),Wodonga,2023,Females,163,"22,639",720.0,497.4,1.15,47,28.8,185.7,784,37.8,24,51.1,94.7,82.9
LGA24780,Local Government Area (LGA),Mildura,2020,Females,230,"28,847",797.3,466.3,1.14,64,27.8,180.9,838,32.0,35,54.7,103.5,84.8
LGA54970,Local Government Area (LGA),Laverton,2019,Males,5,826,570.1,,,4,,,93,114.1,2,,,
LGA43710,Local Government Area (LGA),Lower Eyre Peninsula,2021,Persons,49,"6,053",812.5,479.9,0.95,16,33.3,,234,42.9,8,47.2,,81.9
SA321103,Statistical Area Level 3 (SA3),Maroondah,2021,Females,420,"59,386",707.2,411.9,0.96,84,20.0,120.2,"1,151",21.3,41,48.8,57.8,86.8
LGA36660,Local Government Area (LGA),Southern Downs,2019,Females,179,"18,318",974.6,503.0,1.15,45,25.1,166.0,524,32.1,27,59.9,92.8,85.4
SA331403,Statistical Area Level 3 (SA3),Strathpine,2019,Males,107,"19,725",542.5,617.1,1.0,56,52.3,274.3,"1,079",57.3,26,46.4,130.9,74.2
SA331302,Statistical Area Level 3 (SA3),Caboolture,2022,Females,370,"43,187",856.7,687.8,1.49,99,26.8,215.0,"1,628",40.6,45,45.5,99.2,83.1
SA320703,Statistical Area Level 3 (SA3),Whitehorse - West,2023,Females,419,"58,609",714.9,375.0,0.87,78,18.6,128.2,"1,267",24.1,36,46.2,62.9,87.3
LGA15700,Local Government Area (LGA),Nambucca Valley,2020,Females,103,"10,326",997.5,457.7,1.12,33,32.0,207.7,399,44.5,14,42.4,,82.9
LGA52380,Local Government Area (LGA),Cue,2022,Persons,1,229,590.0,,,1,,,18,83.1,1,,,
SA340602,Statistical Area Level 3 (SA3),Outback - North and East,2022,Males,121,"14,158",854.6,786.5,1.22,62,51.2,388.7,"1,147",86.2,31,50.0,201.1,74.5
LGA54310,Local Government Area (LGA),Karratha,2019,Males,23,"12,430",185.0,,,21,91.3,,746,60.3,13,61.9,,48.5
SA350502,Statistical Area Level 3 (SA3),Stirling,2020,Males,664,"104,459",635.7,514.2,0.88,225,33.9,210.2,"3,651",37.6,122,54.2,116.5,81.4
PHN501,Primary Health Network (PHN),Perth North,2021,Persons,"6,084","1,133,238",536.9,440.4,0.87,"1,933",31.8,157.7,"32,167",30.4,973,50.3,81.2,82.4
SA320902,Statistical Area Level 3 (SA3),Darebin - North,2021,Females,372,"48,730",763.4,453.3,1.06,82,22.0,165.8,"1,201",27.1,37,45.1,75.7,85.7
LGA14600,Local Government Area (LGA),Lachlan,2021,Persons,68,"6,148",1102.2,670.7,1.32,25,36.7,332.1,369,66.5,13,53.7,,81.1
LGA70200,Local Government Area (LGA),Alice Springs,2021,Males,82,"13,672",599.8,913.2,1.53,54,65.9,403.0,"1,353",101.6,33,61.1,241.9,66.0
LGA59320,Local Government Area (LGA),Woodanilling,2023,Males,3,248,1089.6,,,2,,,30,131.6,1,,,
LGA61610,Local Government Area (LGA),Devonport,2022,Males,139,"13,199",1054.2,682.8,1.06,52,37.7,308.0,667,56.2,26,50.2,157.7,78.1
LGA52590,Local Government Area (LGA),Dandaragan,2020,Persons,26,"3,385",755.1,523.0,1.06,15,58.8,,255,82.8,7,45.0,,71.7
LGA49399,Local Government Area (LGA),Unincorporated SA,2021,Females,8,"1,322",626.0,,,4,,,73,58.3,1,,,
SA320903,Statistical Area Level 3 (SA3),Nillumbik - Kinglake,2023,Females,167,"33,928",492.2,408.9,0.95,45,26.9,106.9,834,26.3,16,35.6,,86.1
LGA46450,Local Government Area (LGA),Port Pirie,2020,Males,118,"8,864",1335.2,888.5,1.52,45,38.1,407.9,587,73.1,27,60.0,239.8,77.8
SA4108,Statistical Area Level 4 (SA4),Mid North Coast,2021,Females,"1,377","116,566",1181.3,496.8,1.16,354,25.7,188.5,"3,782",37.7,148,41.8,84.5,84.9
LGA44550,Local Government Area (LGA),Mount Barker,2020,Females,96,"19,648",486.3,354.4,0.86,24,25.3,103.4,334,18.3,12,50.0,,87.1
LGA43360,Local Government Area (LGA),Kingston (SA),2020,Males,15,"1,198",1255.7,,,5,32.0,,49,45.9,1,,,82.5
SA330203,Statistical Area Level 3 (SA3),Nundah,2019,Persons,243,"42,732",568.7,531.3,1.02,89,36.6,213.9,"1,582",39.2,46,51.7,109.6,80.4
SA4104,Statistical Area Level 4 (SA4),Coffs Harbour - Grafton,2023,Persons,"1,513","149,043",1015.1,559.2,1.09,487,32.2,243.6,"6,881",52.1,223,45.8,119.5,81.6
PHN106,Primary Health Network (PHN),South Eastern NSW,2021,Males,"2,901","320,833",904.2,629.4,1.05,"1,077",37.1,265.7,"15,525",52.9,515,47.8,132.0,79.6
LGA52940,Local Government Area (LGA),Dowerin,2021,Males,3,379,824.8,,,2,,,40,116.0,1,,,
LGA21670,Local Government Area (LGA),Central Goldfields,2020,Males,101,"6,620",1518.2,781.9,1.34,38,38.2,377.0,442,76.8,23,59.1,254.1,78.6
LGA51400,Local Government Area (LGA),Capel,2021,Persons,66,"18,778",353.5,417.6,0.82,33,49.2,147.4,452,25.1,16,48.4,,75.3
LGA12930,Local Government Area (LGA),Georges River,2022,Males,581,"75,813",766.9,583.0,0.9,153,26.4,185.7,"2,292",32.6,73,47.6,89.8,83.0
LGA17040,Local Government Area (LGA),Snowy Monaro Regional,2021,Males,91,"11,244",807.3,610.7,1.02,41,45.1,281.7,645,62.0,21,50.2,163.5,76.1
PHN503,Primary Health Network (PHN),Country WA,2021,Females,"1,534","269,379",569.5,440.5,1.03,557,36.3,174.5,"8,968",35.8,296,53.0,96.3,81.5
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2020,Males,317,"23,722",1336.3,750.5,1.29,128,40.4,370.5,"1,766",84.7,62,48.4,198.0,77.8
SA340403,Statistical Area Level 3 (SA3),West Torrens,2020,Males,270,"32,330",835.1,596.9,1.02,92,34.1,277.0,"1,427",47.9,36,39.1,111.3,82.8
LGA26810,Local Government Area (LGA),Wellington,2021,Persons,430,"45,472",945.6,612.2,1.21,154,35.9,240.7,"1,968",47.5,78,50.7,122.4,80.6
LGA16400,Local Government Area (LGA),Port Stephens,2023,Females,327,"38,984",837.6,442.2,1.03,101,31.0,189.2,"1,528",44.7,47,46.1,90.6,83.5
SA340502,Statistical Area Level 3 (SA3),Lower North,2022,Females,127,"11,378",1116.2,536.6,1.16,19,15.0,,317,31.6,11,57.9,,86.8
LGA54970,Local Government Area (LGA),Laverton,2023,Females,2,564,392.5,,,2,,,61,110.0,1,,,
SA331606,Statistical Area Level 3 (SA3),Sunshine Coast Hinterland,2022,Persons,423,"62,337",678.6,498.3,0.91,160,37.8,211.3,"2,793",49.0,86,53.8,128.1,80.0
SA350403,Statistical Area Level 3 (SA3),Swan,2021,Females,295,"76,892",383.7,421.6,0.99,101,34.2,134.8,"1,714",23.4,45,44.6,61.2,81.1
SA310201,Statistical Area Level 3 (SA3),Gosford,2020,Persons,"1,583","179,107",883.8,499.8,1.02,446,28.2,194.6,"6,325",39.3,208,46.6,97.4,83.6
SA330204,Statistical Area Level 3 (SA3),Sandgate,2019,Persons,525,"62,094",845.5,638.4,1.22,163,31.0,240.5,"2,493",43.3,78,47.9,118.5,82.6
LGA40070,Local Government Area (LGA),Adelaide,2022,Males,67,"13,371",501.1,540.8,0.84,32,47.8,266.5,620,49.2,15,46.9,,76.5
SA4125,Statistical Area Level 4 (SA4),Sydney - Parramatta,2021,Persons,"2,532","496,953",509.5,507.6,1.0,878,34.7,190.8,"14,701",31.2,396,45.1,85.6,81.6
LGA10050,Local Government Area (LGA),Albury,2022,Persons,555,"56,618",980.1,654.3,1.19,186,33.6,281.9,"2,878",55.9,103,55.3,159.0,82.2
LGA11450,Local Government Area (LGA),Camden,2019,Males,226,"51,383",438.9,726.6,1.18,91,40.2,214.8,"1,591",32.0,44,48.0,101.1,77.6
LGA36720,Local Government Area (LGA),Sunshine Coast,2022,Males,"1,515","171,964",881.0,583.3,0.9,451,29.8,216.6,"7,303",46.9,237,52.5,123.4,81.9
LGA45090,Local Government Area (LGA),Naracoorte Lucindale,2020,Males,27,"4,676",577.4,452.1,0.78,10,37.0,,197,45.7,10,100.0,,80.3
LGA27450,Local Government Area (LGA),Yarra Ranges,2019,Males,461,"79,012",583.2,544.0,0.88,207,44.8,229.3,"3,014",40.5,96,46.6,110.7,77.1
LGA26980,Local Government Area (LGA),Whitehorse,2020,Persons,"1,101","176,773",622.9,389.8,0.79,261,23.7,140.4,"4,244",26.4,117,44.7,63.5,84.9
REM9,Remoteness area,Australia (total),2021,Persons,"171,469","25,685,412",667.6,507.2,1.0,"56,665",33.0,195.7,"893,170",37.5,"27,320",48.2,97.0,82.0
LGA42250,Local Government Area (LGA),Grant,2023,Males,37,"4,971",735.6,564.0,0.93,13,36.9,,172,37.4,6,44.5,,80.8
LGA44620,Local Government Area (LGA),Mount Gambier,2023,Males,133,"13,765",967.5,646.4,1.07,45,34.1,266.1,656,52.3,20,43.9,,81.4
SA311901,Statistical Area Level 3 (SA3),Bankstown,2022,Males,719,"93,077",772.5,681.7,1.05,258,35.9,273.1,"4,059",46.5,113,43.8,122.6,81.0
LGA23940,Local Government Area (LGA),Loddon,2023,Females,35,"3,770",923.9,414.6,0.96,9,24.8,,148,45.4,3,,,85.4
LGA52590,Local Government Area (LGA),Dandaragan,2019,Persons,18,"3,306",545.6,,,10,54.2,,162,53.6,6,,,73.0
LGA59360,Local Government Area (LGA),Yilgarn,2019,Females,2,540,438.9,,,1,,,8,15.2,1,,,
LGA58760,Local Government Area (LGA),Wanneroo,2019,Males,462,"103,262",447.6,586.6,0.95,208,44.9,223.1,"3,780",38.1,103,49.7,110.5,78.2
LGA57490,Local Government Area (LGA),Rockingham,2019,Females,322,"68,027",473.3,424.6,0.97,106,32.9,152.3,"1,802",28.2,52,49.1,76.4,82.7
LGA47630,Local Government Area (LGA),Tatiara,2021,Persons,60,"7,070",848.7,611.5,1.21,23,38.3,314.3,562,86.9,17,73.9,,80.0
LGA57630,Local Government Area (LGA),Sandstone,2021,Females,0,43,,,,,,,,,,,,
LGA10050,Local Government Area (LGA),Albury,2023,Males,267,"28,055",951.5,730.8,1.21,101,37.9,322.1,"1,620",62.9,49,48.6,165.1,79.5
SA360402,Statistical Area Level 3 (SA3),Devonport,2022,Persons,518,"49,866",1038.8,619.1,1.13,183,35.3,265.6,"2,410",54.0,85,46.4,126.9,80.0
