mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA4317,Statistical Area Level 4 (SA4),Toowoomba,2023,Males,682,"82,736",824.3,647.6,1.07,238,34.9,271.4,"4,295",56.4,129,54.2,151.7,79.9
SA4318,Statistical Area Level 4 (SA4),Townsville,2019,Males,862,"118,564",727.0,748.8,1.21,395,45.8,316.0,"7,435",66.1,238,60.3,194.1,76.3
SA4318,Statistical Area Level 4 (SA4),Townsville,2020,Males,859,"118,921",722.3,718.4,1.23,385,44.8,297.1,"6,749",60.0,203,52.7,161.4,77.1
SA4318,Statistical Area Level 4 (SA4),Townsville,2021,Males,886,"119,364",742.3,713.0,1.19,397,44.8,301.7,"6,635",59.0,203,51.1,158.0,76.7
SA4318,Statistical Area Level 4 (SA4),Townsville,2022,Males,916,"120,793",758.3,704.4,1.09,416,45.4,313.0,"6,948",61.2,213,51.2,164.6,76.4
SA4318,Statistical Area Level 4 (SA4),Townsville,2023,Males,961,"122,600",783.8,708.3,1.17,428,44.5,318.2,"7,122",62.0,215,50.2,163.9,76.6
SA4319,Statistical Area Level 4 (SA4),Wide Bay,2019,Males,"1,688","150,052",1124.9,689.9,1.12,673,39.9,306.3,"8,914",66.0,354,52.6,174.4,77.9
SA4319,Statistical Area Level 4 (SA4),Wide Bay,2020,Males,"1,612","151,615",1063.2,669.1,1.15,644,40.0,319.6,"9,929",73.2,320,49.7,175.0,78.6
SA4319,Statistical Area Level 4 (SA4),Wide Bay,2021,Males,"1,716","153,923",1114.8,677.4,1.13,697,40.6,334.4,"10,457",76.4,351,50.4,186.8,78.0
SA4319,Statistical Area Level 4 (SA4),Wide Bay,2022,Males,"2,003","157,091",1275.1,728.6,1.13,715,35.7,311.3,"9,654",69.5,361,50.5,172.8,79.5
SA4319,Statistical Area Level 4 (SA4),Wide Bay,2023,Males,"1,948","160,050",1217.1,705.3,1.17,756,38.8,342.9,"10,952",77.9,383,50.7,189.2,78.5
SA4401,Statistical Area Level 4 (SA4),Adelaide - Central and Hills,2019,Males,"1,120","150,292",745.2,549.5,0.89,368,32.9,210.3,"5,470",39.3,183,49.7,106.4,82.3
SA4401,Statistical Area Level 4 (SA4),Adelaide - Central and Hills,2020,Males,"1,068","152,476",700.4,511.7,0.88,325,30.4,184.6,"4,960",35.2,145,44.6,86.0,82.3
SA4401,Statistical Area Level 4 (SA4),Adelaide - Central and Hills,2021,Males,"1,152","153,228",751.8,530.1,0.89,343,29.8,190.3,"5,114",36.3,172,50.1,99.9,83.2
SA4401,Statistical Area Level 4 (SA4),Adelaide - Central and Hills,2022,Males,"1,213","155,150",781.8,548.4,0.85,353,29.1,198.1,"5,389",37.9,162,45.9,94.2,83.1
SA4401,Statistical Area Level 4 (SA4),Adelaide - Central and Hills,2023,Males,"1,205","159,477",755.6,529.9,0.88,345,28.6,193.6,"5,442",37.3,157,45.5,88.6,83.1
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2019,Males,"1,524","223,300",682.5,646.3,1.05,623,40.9,275.0,"11,210",53.3,311,49.9,140.5,78.6
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2020,Males,"1,627","226,858",717.2,668.3,1.15,672,41.3,287.7,"10,762",50.4,346,51.5,151.0,78.3
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2021,Males,"1,634","228,995",713.6,651.9,1.09,688,42.1,289.8,"11,197",52.0,306,44.5,131.1,78.6
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2022,Males,"1,752","232,135",754.7,678.4,1.05,682,38.9,284.1,"10,572",48.6,317,46.5,133.8,79.2
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2023,Males,"1,777","236,641",750.9,671.5,1.11,669,37.6,277.0,"11,096",50.1,300,44.8,126.6,79.5
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2019,Males,"1,406","180,571",778.6,584.9,0.95,495,35.2,231.3,"7,451",44.5,252,50.9,121.0,81.5
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2020,Males,"1,352","182,286",741.7,549.3,0.94,470,34.8,215.1,"7,029",41.7,221,47.0,106.6,80.8
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2021,Males,"1,479","183,250",807.1,583.3,0.98,557,37.7,248.7,"7,974",47.3,262,47.0,121.0,79.7
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2022,Males,"1,564","184,838",846.1,595.4,0.92,530,33.9,235.2,"7,613",45.0,241,45.5,111.4,81.1
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2023,Males,"1,622","187,840",863.5,603.3,1.0,535,33.0,236.7,"7,406",43.2,229,42.8,104.3,81.0
SA4404,Statistical Area Level 4 (SA4),Adelaide - West,2019,Males,"1,088","118,606",917.3,688.9,1.12,403,37.0,304.0,"6,244",56.8,199,49.4,152.9,80.6
SA4404,Statistical Area Level 4 (SA4),Adelaide - West,2020,Males,"1,014","120,179",843.7,630.5,1.08,383,37.8,282.5,"5,811",52.2,177,46.2,135.5,80.9
SA4404,Statistical Area Level 4 (SA4),Adelaide - West,2021,Males,"1,113","120,750",921.7,672.0,1.13,379,34.1,279.8,"5,987",53.6,204,53.8,153.4,82.2
SA4404,Statistical Area Level 4 (SA4),Adelaide - West,2022,Males,"1,123","122,103",919.7,676.5,1.05,410,36.5,295.1,"6,010",53.3,192,46.8,138.4,80.8
SA4404,Statistical Area Level 4 (SA4),Adelaide - West,2023,Males,"1,126","124,557",904.0,663.9,1.1,400,35.5,284.2,"6,061",52.8,183,45.8,133.0,81.1
SA4405,Statistical Area Level 4 (SA4),Barossa - Yorke - Mid North,2019,Males,584,"58,226",1003.0,649.7,1.05,224,38.4,277.5,"3,038",57.4,123,54.9,158.1,78.8
SA4405,Statistical Area Level 4 (SA4),Barossa - Yorke - Mid North,2020,Males,639,"58,756",1087.5,687.5,1.18,261,40.8,314.4,"3,501",65.9,137,52.5,179.2,78.3
SA4405,Statistical Area Level 4 (SA4),Barossa - Yorke - Mid North,2021,Males,665,"59,421",1119.1,695.9,1.17,270,40.6,320.3,"3,970",74.3,128,47.4,165.1,78.6
SA4405,Statistical Area Level 4 (SA4),Barossa - Yorke - Mid North,2022,Males,645,"59,795",1078.7,643.1,0.99,245,38.0,277.7,"3,163",59.2,114,46.5,133.9,79.5
SA4405,Statistical Area Level 4 (SA4),Barossa - Yorke - Mid North,2023,Males,716,"60,339",1186.6,696.9,1.15,269,37.6,307.5,"3,536",65.9,139,51.7,167.8,79.6
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2019,Males,382,"44,108",866.1,740.0,1.2,193,50.5,379.1,"3,446",83.7,97,50.3,201.6,74.9
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2020,Males,393,"44,199",889.2,743.8,1.28,175,44.5,344.4,"3,043",74.0,108,61.7,216.9,77.0
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2021,Males,372,"44,412",837.6,682.7,1.14,183,49.2,350.3,"2,990",72.5,94,51.4,185.6,75.3
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2022,Males,419,"44,384",944.0,727.0,1.12,199,47.5,362.5,"3,041",74.1,94,47.2,177.2,75.9
SA4406,Statistical Area Level 4 (SA4),South Australia - Outback,2023,Males,439,"44,491",986.7,764.3,1.26,195,44.4,364.9,"3,219",78.4,84,43.1,165.3,77.4
SA4407,Statistical Area Level 4 (SA4),South Australia - South East,2019,Males,958,"98,391",973.7,615.9,1.0,389,40.6,286.3,"5,252",59.0,205,52.7,161.3,78.8
SA4407,Statistical Area Level 4 (SA4),South Australia - South East,2020,Males,930,"99,711",932.7,585.9,1.01,355,38.2,268.1,"5,337",59.5,178,50.1,143.1,79.6
SA4407,Statistical Area Level 4 (SA4),South Australia - South East,2021,Males,996,"101,011",986.0,584.7,0.98,364,36.5,251.9,"5,057",55.9,199,54.7,146.5,80.0
SA4407,Statistical Area Level 4 (SA4),South Australia - South East,2022,Males,"1,065","101,727",1046.9,608.1,0.94,384,36.1,271.8,"5,394",59.7,182,47.4,139.0,80.0
SA4407,Statistical Area Level 4 (SA4),South Australia - South East,2023,Males,"1,138","102,654",1108.6,618.8,1.02,401,35.2,272.7,"5,451",60.2,165,41.1,122.3,79.5
SA4501,Statistical Area Level 4 (SA4),Bunbury,2019,Males,667,"92,692",719.6,603.5,0.98,294,44.1,265.8,"4,910",56.8,151,51.4,148.3,77.6
SA4501,Statistical Area Level 4 (SA4),Bunbury,2020,Males,673,"94,765",710.2,573.4,0.98,303,45.0,262.1,"4,782",54.3,158,52.1,145.3,77.0
SA4501,Statistical Area Level 4 (SA4),Bunbury,2021,Males,744,"96,900",767.8,606.4,1.02,301,40.5,254.7,"5,073",56.6,172,57.1,151.3,79.0
SA4501,Statistical Area Level 4 (SA4),Bunbury,2022,Males,726,"98,445",737.5,558.8,0.86,266,36.6,220.2,"4,308",47.6,152,57.1,132.6,79.3
SA4501,Statistical Area Level 4 (SA4),Bunbury,2023,Males,795,"100,328",792.4,587.5,0.97,306,38.5,251.3,"5,067",55.2,156,51.0,139.7,79.4
SA4502,Statistical Area Level 4 (SA4),Mandurah,2019,Males,495,"51,706",957.3,623.4,1.01,178,36.0,280.3,"2,799",60.2,101,56.7,168.9,79.8
SA4502,Statistical Area Level 4 (SA4),Mandurah,2020,Males,485,"52,931",916.3,583.9,1.0,184,37.9,281.4,"2,898",61.2,106,57.6,170.0,79.0
SA4502,Statistical Area Level 4 (SA4),Mandurah,2021,Males,519,"54,116",959.1,587.5,0.98,200,38.5,290.0,"3,074",63.8,98,49.0,159.4,78.7
SA4502,Statistical Area Level 4 (SA4),Mandurah,2022,Males,580,"55,452",1045.9,608.2,0.94,185,31.9,262.8,"2,750",56.1,107,57.8,164.0,80.7
SA4502,Statistical Area Level 4 (SA4),Mandurah,2023,Males,547,"57,453",952.1,563.8,0.93,210,38.4,296.1,"3,045",60.3,101,48.1,157.1,79.0
SA4503,Statistical Area Level 4 (SA4),Perth - Inner,2019,Males,511,"91,660",557.5,497.9,0.81,183,35.8,185.4,"2,870",33.3,97,53.0,100.7,80.8
SA4503,Statistical Area Level 4 (SA4),Perth - Inner,2020,Males,481,"93,787",512.9,443.4,0.76,179,37.2,175.5,"2,520",28.7,103,57.5,102.9,80.3
SA4503,Statistical Area Level 4 (SA4),Perth - Inner,2021,Males,580,"94,016",616.9,512.6,0.86,179,30.9,174.2,"2,685",30.6,98,54.7,97.2,81.6
SA4503,Statistical Area Level 4 (SA4),Perth - Inner,2022,Males,627,"95,373",657.4,534.2,0.83,217,34.6,208.1,"3,413",38.4,113,52.1,110.6,80.9
SA4503,Statistical Area Level 4 (SA4),Perth - Inner,2023,Males,624,"100,167",623.0,512.9,0.85,197,31.6,183.6,"2,812",30.2,100,50.8,92.7,81.9
SA4504,Statistical Area Level 4 (SA4),Perth - North East,2019,Males,801,"137,867",581.0,620.4,1.0,353,44.1,250.6,"5,964",45.5,192,54.4,137.9,77.9
SA4504,Statistical Area Level 4 (SA4),Perth - North East,2020,Males,715,"141,316",506.0,526.9,0.9,313,43.8,215.4,"5,596",41.7,183,58.5,128.0,77.5
SA4504,Statistical Area Level 4 (SA4),Perth - North East,2021,Males,802,"144,289",555.8,565.1,0.95,353,44.0,235.2,"6,351",46.5,202,57.2,136.7,77.5
SA4504,Statistical Area Level 4 (SA4),Perth - North East,2022,Males,899,"147,239",610.6,605.7,0.94,393,43.7,256.3,"6,678",48.0,205,52.2,135.0,77.5
SA4504,Statistical Area Level 4 (SA4),Perth - North East,2023,Males,916,"152,788",599.5,592.5,0.98,391,42.7,251.3,"6,775",47.0,221,56.5,143.5,78.1
SA4505,Statistical Area Level 4 (SA4),Perth - North West,2019,Males,"1,525","286,374",532.5,532.5,0.86,626,41.0,213.4,"10,965",40.4,320,51.1,112.1,79.4
SA4505,Statistical Area Level 4 (SA4),Perth - North West,2020,Males,"1,521","291,600",521.6,505.8,0.87,601,39.5,197.1,"10,048",36.5,309,51.4,103.8,79.4
SA4505,Statistical Area Level 4 (SA4),Perth - North West,2021,Males,"1,608","294,978",545.1,514.2,0.86,556,34.6,179.1,"9,477",34.1,296,53.2,97.4,81.0
SA4505,Statistical Area Level 4 (SA4),Perth - North West,2022,Males,"1,735","298,908",580.4,533.6,0.82,668,38.5,213.0,"11,451",40.8,349,52.2,114.4,79.5
SA4505,Statistical Area Level 4 (SA4),Perth - North West,2023,Males,"1,703","309,055",551.0,499.0,0.83,614,36.1,189.5,"10,087",34.8,295,48.0,92.7,80.0
SA4506,Statistical Area Level 4 (SA4),Perth - South East,2019,Males,"1,458","266,780",546.5,583.5,0.94,644,44.2,244.1,"11,882",46.8,348,54.0,132.9,77.5
SA4506,Statistical Area Level 4 (SA4),Perth - South East,2020,Males,"1,506","272,697",552.3,570.1,0.98,664,44.1,242.0,"11,554",44.6,347,52.3,127.5,77.6
SA4506,Statistical Area Level 4 (SA4),Perth - South East,2021,Males,"1,557","276,057",564.0,568.3,0.95,639,41.0,226.4,"10,741",41.1,349,54.6,125.3,78.6
SA4506,Statistical Area Level 4 (SA4),Perth - South East,2022,Males,"1,747","280,433",623.0,618.6,0.96,691,39.6,243.8,"11,361",42.9,336,48.6,119.4,78.8
SA4506,Statistical Area Level 4 (SA4),Perth - South East,2023,Males,"1,742","291,607",597.4,596.2,0.99,675,38.7,234.0,"11,415",41.5,316,46.8,110.1,79.7
SA4507,Statistical Area Level 4 (SA4),Perth - South West,2019,Males,"1,268","217,932",581.8,560.7,0.91,505,39.8,223.3,"8,380",40.7,263,52.1,119.0,79.8
SA4507,Statistical Area Level 4 (SA4),Perth - South West,2020,Males,"1,245","222,699",559.1,525.8,0.9,520,41.8,223.7,"9,158",43.7,268,51.5,118.0,78.3
SA4507,Statistical Area Level 4 (SA4),Perth - South West,2021,Males,"1,289","227,228",567.3,519.0,0.87,492,38.2,205.0,"8,140",38.1,252,51.2,106.9,80.1
SA4507,Statistical Area Level 4 (SA4),Perth - South West,2022,Males,"1,462","232,161",629.7,567.4,0.88,569,38.9,234.7,"10,079",46.3,297,52.2,125.4,79.5
SA4507,Statistical Area Level 4 (SA4),Perth - South West,2023,Males,"1,496","241,088",620.5,556.3,0.92,521,34.8,208.5,"8,611",38.2,251,48.2,102.6,80.9
SA4509,Statistical Area Level 4 (SA4),Western Australia - Wheat Belt,2019,Males,620,"70,701",876.9,651.1,1.05,275,44.4,307.2,"4,656",71.6,147,53.5,180.8,76.7
SA4509,Statistical Area Level 4 (SA4),Western Australia - Wheat Belt,2020,Males,605,"71,385",847.5,603.3,1.04,277,45.8,297.3,"4,257",65.1,152,54.9,178.0,76.8
SA4509,Statistical Area Level 4 (SA4),Western Australia - Wheat Belt,2021,Males,643,"72,169",891.0,609.8,1.02,267,41.5,277.0,"4,186",63.6,152,56.9,169.3,78.0
SA4509,Statistical Area Level 4 (SA4),Western Australia - Wheat Belt,2022,Males,685,"72,583",943.7,622.3,0.96,279,40.7,284.4,"4,125",62.7,154,55.2,168.7,77.7
SA4509,Statistical Area Level 4 (SA4),Western Australia - Wheat Belt,2023,Males,721,"73,705",978.2,650.0,1.08,305,42.3,326.4,"4,752",71.4,172,56.4,197.4,77.7
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2019,Males,172,"52,470",327.8,688.2,1.11,147,85.5,358.2,"3,521",67.8,88,59.9,214.0,58.8
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2020,Males,202,"52,304",386.2,767.2,1.32,174,86.1,416.7,"4,450",86.0,102,58.6,236.7,57.0
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2021,Males,194,"51,945",373.5,792.6,1.33,160,82.5,380.5,"3,516",68.4,91,56.9,208.6,60.5
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2022,Males,215,"52,738",407.7,1050.3,1.62,159,74.0,369.8,"3,686",70.7,105,66.0,241.5,61.8
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2023,Males,209,"53,498",390.7,812.0,1.34,168,80.4,381.0,"3,876",73.3,96,57.1,204.4,60.9
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2019,Males,454,"62,985",720.8,738.1,1.19,242,53.3,345.0,"3,945",66.0,141,58.3,202.9,73.6
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2020,Males,444,"63,647",697.6,682.0,1.17,248,55.9,351.4,"4,512",74.9,157,63.3,233.2,73.0
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2021,Males,456,"64,619",705.7,675.7,1.13,257,56.4,359.4,"5,146",84.3,160,62.3,233.4,72.3
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2022,Males,482,"65,019",741.3,685.4,1.06,230,47.7,309.4,"4,110",67.2,135,58.7,190.4,75.7
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2023,Males,500,"65,562",762.6,681.9,1.13,269,53.8,368.2,"4,836",78.7,162,60.2,227.1,73.9
SA4601,Statistical Area Level 4 (SA4),Hobart,2019,Males,"1,036","118,958",870.9,718.7,1.16,405,39.1,298.0,"6,530",58.9,216,53.3,162.9,79.0
SA4601,Statistical Area Level 4 (SA4),Hobart,2020,Males,955,"120,544",792.2,651.8,1.12,404,42.3,295.6,"6,801",60.6,216,53.5,160.8,77.7
SA4601,Statistical Area Level 4 (SA4),Hobart,2021,Males,962,"122,652",784.3,630.2,1.06,374,38.9,262.0,"5,331",46.7,189,50.5,133.2,80.0
SA4601,Statistical Area Level 4 (SA4),Hobart,2022,Males,"1,116","123,525",903.5,712.1,1.1,415,37.2,289.5,"6,007",52.5,213,51.3,149.5,79.8
SA4601,Statistical Area Level 4 (SA4),Hobart,2023,Males,"1,002","123,941",808.4,634.9,1.05,360,35.9,260.0,"5,474",47.8,184,51.1,137.4,79.8
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2019,Males,648,"74,311",872.0,641.8,1.04,279,43.1,290.6,"3,953",57.7,151,54.1,165.7,77.2
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2020,Males,657,"75,845",866.2,612.6,1.05,266,40.5,257.8,"3,004",43.1,126,47.4,126.2,78.3
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2021,Males,688,"77,332",889.7,625.4,1.05,270,39.2,264.4,"3,808",53.8,144,53.3,146.4,78.6
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2022,Males,788,"77,659",1014.7,696.6,1.08,301,38.2,303.3,"4,389",62.1,160,53.2,165.5,78.8
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2023,Males,741,"77,793",952.5,624.8,1.03,255,34.4,251.5,"3,214",45.6,134,52.5,137.4,79.7
SA4603,Statistical Area Level 4 (SA4),South East,2019,Males,166,"20,874",795.2,580.2,0.94,72,43.4,233.0,996,51.9,33,45.8,121.6,76.8
SA4603,Statistical Area Level 4 (SA4),South East,2020,Males,200,"21,528",929.0,647.5,1.11,101,50.5,297.3,"1,379",69.9,58,57.4,186.8,74.9
SA4603,Statistical Area Level 4 (SA4),South East,2021,Males,200,"22,208",900.6,627.9,1.05,101,50.5,310.0,"1,453",71.6,46,45.5,154.3,74.8
SA4603,Statistical Area Level 4 (SA4),South East,2022,Males,189,"22,545",838.3,562.0,0.87,104,55.0,313.1,"1,417",69.3,53,51.0,175.9,74.1
SA4603,Statistical Area Level 4 (SA4),South East,2023,Males,197,"22,785",864.6,537.2,0.89,83,42.1,234.7,961,47.0,38,45.8,108.5,78.1
SA4604,Statistical Area Level 4 (SA4),West and North West,2019,Males,557,"57,054",976.3,705.2,1.14,237,42.5,323.4,"3,779",72.3,125,52.7,169.1,78.0
SA4604,Statistical Area Level 4 (SA4),West and North West,2020,Males,567,"58,064",976.5,683.2,1.17,222,39.2,293.9,"3,344",63.1,125,56.3,179.8,78.8
SA4604,Statistical Area Level 4 (SA4),West and North West,2021,Males,575,"59,212",971.1,673.4,1.13,231,40.2,310.1,"3,608",67.0,138,59.7,193.1,78.9
SA4604,Statistical Area Level 4 (SA4),West and North West,2022,Males,604,"59,430",1016.3,663.3,1.03,244,40.4,298.8,"3,143",58.5,113,46.3,144.9,78.0
SA4604,Statistical Area Level 4 (SA4),West and North West,2023,Males,643,"59,513",1080.4,693.9,1.15,250,38.9,320.6,"3,772",70.5,118,47.2,155.4,78.7
SA4701,Statistical Area Level 4 (SA4),Darwin,2019,Males,373,"76,540",487.3,788.1,1.28,227,60.9,319.9,"4,181",56.1,136,59.9,190.7,71.3
SA4701,Statistical Area Level 4 (SA4),Darwin,2020,Males,325,"76,318",425.8,634.2,1.09,207,63.7,288.4,"3,758",50.7,118,57.0,163.4,71.1
SA4701,Statistical Area Level 4 (SA4),Darwin,2021,Males,357,"76,275",468.0,660.1,1.11,213,59.7,287.6,"4,476",60.5,116,54.5,156.5,71.2
SA4701,Statistical Area Level 4 (SA4),Darwin,2022,Males,386,"76,617",503.8,708.7,1.1,216,56.0,291.2,"4,140",55.9,112,51.9,151.1,73.1
SA4701,Statistical Area Level 4 (SA4),Darwin,2023,Males,371,"77,111",481.1,611.4,1.01,231,62.3,313.1,"3,789",51.0,112,48.5,149.7,70.9
SA4702,Statistical Area Level 4 (SA4),Northern Territory - Outback,2019,Males,294,"49,749",591.0,950.1,1.54,238,81.0,555.8,"6,212",127.1,158,66.4,359.5,59.3
SA4702,Statistical Area Level 4 (SA4),Northern Territory - Outback,2020,Males,283,"49,695",569.5,1012.8,1.74,209,73.9,499.2,"5,431",111.3,119,56.9,272.9,64.2
SA4702,Statistical Area Level 4 (SA4),Northern Territory - Outback,2021,Males,338,"49,891",677.5,1145.1,1.92,256,75.7,583.0,"6,128",125.1,168,65.6,374.4,63.0
SA4702,Statistical Area Level 4 (SA4),Northern Territory - Outback,2022,Males,339,"50,383",672.8,1032.0,1.6,271,79.9,613.5,"6,859",138.9,179,66.1,396.0,60.6
SA4702,Statistical Area Level 4 (SA4),Northern Territory - Outback,2023,Males,296,"50,710",583.7,833.3,1.38,245,82.8,542.7,"6,196",124.8,149,60.8,325.9,59.2
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2019,Males,987,"215,222",458.6,515.2,0.83,395,40.0,191.6,"6,784",33.0,208,52.7,101.1,79.1
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2020,Males,"1,095","219,576",498.7,546.2,0.94,426,38.9,200.7,"7,398",35.4,230,54.0,108.6,79.0
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2021,Males,"1,138","223,361",509.5,543.5,0.91,462,40.6,215.3,"8,219",38.8,238,51.5,110.6,79.5
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2022,Males,"1,297","225,599",574.9,599.4,0.93,500,38.6,232.4,"8,627",40.4,258,51.6,119.8,79.4
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2023,Males,"1,248","230,321",541.9,559.9,0.93,428,34.3,198.8,"8,209",37.7,204,47.7,94.1,80.1
SA4901,Statistical Area Level 4 (SA4),Other Territories,2019,Males,19,"2,536",749.2,524.6,1.03,10,52.6,,102,42.7,7,70.0,,74.5
SA4901,Statistical Area Level 4 (SA4),Other Territories,2020,Males,10,"2,551",392.0,524.6,1.03,5,50.0,,89,37.2,1,,,75.0
SA4901,Statistical Area Level 4 (SA4),Other Territories,2021,Males,19,"2,565",740.7,524.6,1.03,4,21.1,,104,43.3,3,,,81.5
SA4901,Statistical Area Level 4 (SA4),Other Territories,2022,Males,11,"2,595",423.9,524.6,1.03,6,54.5,,192,79.0,4,,,69.5
SA4901,Statistical Area Level 4 (SA4),Other Territories,2023,Males,13,"2,624",495.4,524.6,1.03,3,23.1,,23,9.5,1,,,81.5
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2019,Males,434,,697.45,524.6,1.03,,,,,,,,,
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2020,Males,355,,697.45,524.6,1.03,,,,,,,,,
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2021,Males,234,,697.45,524.6,1.03,,,,,,,,,
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2022,Males,366,,697.45,524.6,1.03,,,,,,,,,
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2023,Males,503,,697.45,524.6,1.03,,,,,,,,,
SA9999,Statistical Area Level 4 (SA4),Australia (total),2019,Males,"86,686","12,577,221",689.2,617.8,1.0,"34,928",40.3,256.2,"577,212",48.9,"18,058",51.7,135.5,79.0
SA9999,Statistical Area Level 4 (SA4),Australia (total),2020,Males,"84,588","12,728,639",664.5,582.6,1.0,"34,026",40.2,244.1,"554,302",46.5,"17,514",51.5,128.7,78.9
SA9999,Statistical Area Level 4 (SA4),Australia (total),2021,Males,"89,401","12,749,410",701.2,597.0,1.0,"34,742",38.9,245.9,"558,212",46.9,"17,349",49.9,126.0,79.4
SA9999,Statistical Area Level 4 (SA4),Australia (total),2022,Males,"99,924","12,910,149",774.0,646.9,1.0,"37,246",37.3,261.2,"587,915",48.9,"18,357",49.3,131.9,79.7
SA9999,Statistical Area Level 4 (SA4),Australia (total),2023,Males,"96,180","13,232,590",726.8,604.8,1.0,"35,955",37.4,249.2,"571,549",46.5,"17,805",49.5,126.2,79.6
SA4101,Statistical Area Level 4 (SA4),Capital Region,2019,Females,879,"115,726",759.6,449.8,1.03,235,26.7,147.0,"2,908",27.7,103,43.8,69.0,83.8
SA4101,Statistical Area Level 4 (SA4),Capital Region,2020,Females,825,"117,234",703.7,411.9,1.0,213,25.8,131.5,"2,775",26.1,102,47.9,65.6,84.3
SA4101,Statistical Area Level 4 (SA4),Capital Region,2021,Females,934,"118,359",789.1,473.0,1.11,269,28.8,172.8,"4,088",38.2,122,45.4,84.1,83.2
SA4101,Statistical Area Level 4 (SA4),Capital Region,2022,Females,997,"119,372",835.2,471.5,1.02,249,25.0,148.5,"3,211",29.9,100,40.2,64.4,84.8
SA4101,Statistical Area Level 4 (SA4),Capital Region,2023,Females,"1,016","120,596",842.5,483.3,1.12,289,28.4,175.1,"4,248",39.2,138,47.8,86.2,84.0
SA4102,Statistical Area Level 4 (SA4),Central Coast,2019,Females,"1,632","176,831",922.9,485.4,1.11,422,25.9,183.7,"5,485",34.7,187,44.3,83.0,84.6
SA4102,Statistical Area Level 4 (SA4),Central Coast,2020,Females,"1,500","178,129",842.1,435.8,1.06,359,23.9,156.4,"4,995",31.5,153,42.6,69.7,85.1
SA4102,Statistical Area Level 4 (SA4),Central Coast,2021,Females,"1,634","178,720",914.3,466.1,1.09,419,25.6,178.7,"5,386",33.9,189,45.1,80.4,85.1
SA4102,Statistical Area Level 4 (SA4),Central Coast,2022,Females,"1,778","179,167",992.4,485.4,1.05,380,21.4,161.6,"4,965",31.4,165,43.4,69.9,85.9
SA4102,Statistical Area Level 4 (SA4),Central Coast,2023,Females,"1,702","180,594",942.4,462.1,1.07,355,20.9,149.2,"4,625",29.1,147,41.4,66.5,85.5
SA4103,Statistical Area Level 4 (SA4),Central West,2019,Females,937,"106,111",883.0,515.0,1.18,248,26.5,188.3,"3,224",33.6,112,45.2,84.8,85.0
SA4103,Statistical Area Level 4 (SA4),Central West,2020,Females,899,"106,167",846.8,502.8,1.23,248,27.6,196.6,"3,941",41.1,117,47.2,95.3,84.3
SA4103,Statistical Area Level 4 (SA4),Central West,2021,Females,912,"106,047",860.0,498.8,1.17,257,28.2,196.1,"3,567",37.3,125,48.6,99.2,84.1
